"mreference","class_field","subclass","event","eventnumberinyear","speciesscientific","speciescommon","datefound","datecertainty","latitudewgs84","longitudewgs84","sex","length","lengthuncertain","conditionfound","examinationlevel","Year","Source","DateFound","Month","Day"
"M117/17","Cetacean","Harbour porpoise","Single",117,"Phocoena phocoena","Harbour porpoise","2017-02-20","Exact",55.99002838,-3.291993618,"U",NA,FALSE,"freshly dead-slight decomposition (code 2a-2b)","not necropsied","2017","Modern",2017-02-20,"02","20"
"M120/17","Cetacean","Harbour porpoise","Single",120,"Phocoena phocoena","Harbour porpoise","2017-02-22","Exact",56.8409729,-5.11988306,"F",105,FALSE,"Slight decomposition (code 2b)","sampled","2017","Modern",2017-02-22,"02","22"
"M121/17","Cetacean","Harbour porpoise","Single",121,"Phocoena phocoena","Harbour porpoise","2017-02-22","Exact",56.47556686,-6.010966778,"F",122,FALSE,"moderate decomposition (code 3)","sampled","2017","Modern",2017-02-22,"02","22"
"M125/17","Cetacean","Harbour porpoise","Single",125,"Phocoena phocoena","Harbour porpoise","2017-02-25","Exact",55.55493164,-5.343851566,"U",152,FALSE,"indeterminate (code 5)","not necropsied","2017","Modern",2017-02-25,"02","25"
"M127/17","Cetacean","Harbour porpoise","Single",127,"Phocoena phocoena","Harbour porpoise","2017-02-28","Exact",55.94825745,-3.055207729,"M",110,FALSE,"Slight decomposition (code 2b)","necropsied","2017","Modern",2017-02-28,"02","28"
"M128/17","Cetacean","Harbour porpoise","Single",128,"Phocoena phocoena","Harbour porpoise","2017-03-01","Exact",56.3445816,-2.805637598,"U",NA,FALSE,"advanced decomposition (code 4)","not necropsied","2017","Modern",2017-03-01,"03","01"
"M140/17","Cetacean","Harbour porpoise","Single",140,"Phocoena phocoena","Harbour porpoise","2017-03-02","Exact",56.77331161,-2.397562265,"M",NA,FALSE,"advanced decomposition (code 4)","not necropsied","2017","Modern",2017-03-02,"03","02"
"M135/17","Cetacean","Harbour porpoise","Single",135,"Phocoena phocoena","Harbour porpoise","2017-03-05","Exact",56.76066971,-2.417049646,"U",100,TRUE,"freshly dead-slight decomposition (code 2a-2b)","not necropsied","2017","Modern",2017-03-05,"03","05"
"M145/17","Cetacean","Harbour porpoise","Single",145,"Phocoena phocoena","Harbour porpoise","2017-03-08","Exact",59.99002075,-1.277656674,"M",122,FALSE,"freshly dead-slight decomposition (code 2a-2b)","necropsied","2017","Modern",2017-03-08,"03","08"
"M147/17","Cetacean","Harbour porpoise","Single",147,"Phocoena phocoena","Harbour porpoise","2017-03-11","Exact",58.91815567,-3.16341424,"F",160,FALSE,"Slight decomposition (code 2b)","sampled","2017","Modern",2017-03-11,"03","11"
"M149/17","Cetacean","Harbour porpoise","Single",149,"Phocoena phocoena","Harbour porpoise","2017-03-13","Exact",57.17367935,-2.079355717,"U",NA,FALSE,"moderate decomposition (code 3)","not necropsied","2017","Modern",2017-03-13,"03","13"
"M150/17","Cetacean","Harbour porpoise","Single",150,"Phocoena phocoena","Harbour porpoise","2017-03-15","Exact",55.60507584,-4.6954422,"M",NA,FALSE,"moderate decomposition (code 3)","not necropsied","2017","Modern",2017-03-15,"03","15"
"M152/17","Cetacean","Harbour porpoise","Single",152,"Phocoena phocoena","Harbour porpoise","2017-03-19","Exact",55.29979706,-4.838560104,"M",110,FALSE,"moderate decomposition (code 3)","sampled","2017","Modern",2017-03-19,"03","19"
"M158/17","Cetacean","Harbour porpoise","Single",158,"Phocoena phocoena","Harbour porpoise","2017-03-21","Exact",57.94506454,-5.179723263,"U",NA,FALSE,"unknown","not necropsied","2017","Modern",2017-03-21,"03","21"
"M157/17","Cetacean","Harbour porpoise","Single",157,"Phocoena phocoena","Harbour porpoise","2017-03-25","Exact",57.70470428,-3.49847436,"M",121,FALSE,"freshly dead- died on beach (code 2a)","necropsied","2017","Modern",2017-03-25,"03","25"
"M161/17","Cetacean","Harbour porpoise","Single",161,"Phocoena phocoena","Harbour porpoise","2017-03-28","Exact",57.29662323,-7.401185513,"U",NA,FALSE,"advanced decomposition (code 4)","sampled","2017","Modern",2017-03-28,"03","28"
"M167/17","Cetacean","Harbour porpoise","Single",167,"Phocoena phocoena","Harbour porpoise","2017-04-02","Exact",57.20243835,-2.066170216,"F",122,FALSE,"moderate decomposition (code 3)","not necropsied","2017","Modern",2017-04-02,"04","02"
"M171/17","Cetacean","Harbour porpoise","Single",171,"Phocoena phocoena","Harbour porpoise","2017-04-05","Exact",56.06297302,-3.186827898,"U",100,TRUE,"moderate decomposition (code 3)","not necropsied","2017","Modern",2017-04-05,"04","05"
"M169/17","Cetacean","Harbour porpoise","Single",169,"Phocoena phocoena","Harbour porpoise","2017-04-05","Exact",57.69923401,-3.489504576,"M",118,FALSE,"freshly dead- died on beach (code 2a)","necropsied","2017","Modern",2017-04-05,"04","05"
"M47/17","Cetacean","Harbour porpoise","Single",47,"Phocoena phocoena","Harbour porpoise","2017-04-11","Exact",57.30845261,-1.991661668,"U",100,TRUE,"Slight decomposition (code 2b)","not necropsied","2017","Modern",2017-04-11,"04","11"
"M46/17","Cetacean","Harbour porpoise","Single",46,"Phocoena phocoena","Harbour porpoise","2017-04-11","Exact",57.66764832,-3.517065287,"M",127,FALSE,"Slight decomposition (code 2b)","necropsied","2017","Modern",2017-04-11,"04","11"
"M178/17","Cetacean","Harbour porpoise","Single",178,"Phocoena phocoena","Harbour porpoise","2017-04-12","Exact",57.67864609,-3.499073505,"F",114,FALSE,"Slight decomposition (code 2b)","sampled","2017","Modern",2017-04-12,"04","12"
"M180/17","Cetacean","Harbour porpoise","Single",180,"Phocoena phocoena","Harbour porpoise","2017-04-15","Exact",58.33174515,-6.691355705,"U",NA,FALSE,"unknown","not necropsied","2017","Modern",2017-04-15,"04","15"
"M182/17","Cetacean","Harbour porpoise","Single",182,"Phocoena phocoena","Harbour porpoise","2017-04-16","Exact",57.67632294,-2.326911926,"M",106,FALSE,"moderate decomposition (code 3)","not necropsied","2017","Modern",2017-04-16,"04","16"
"M183/17","Cetacean","Harbour porpoise","Single",183,"Phocoena phocoena","Harbour porpoise","2017-04-18","Exact",56.75434494,-2.426796675,"M",106,FALSE,"Slight decomposition (code 2b)","necropsied","2017","Modern",2017-04-18,"04","18"
"M191/17","Cetacean","Harbour porpoise","Single",191,"Phocoena phocoena","Harbour porpoise","2017-04-21","Exact",57.69735718,-2.107334375,"F",114,FALSE,"moderate decomposition (code 3)","sampled","2017","Modern",2017-04-21,"04","21"
"M187/17","Cetacean","Harbour porpoise","Single",187,"Phocoena phocoena","Harbour porpoise","2017-04-21","Exact",57.70320129,-3.4732306,"U",100,TRUE,"unknown","not necropsied","2017","Modern",2017-04-21,"04","21"
"M188/17","Cetacean","Harbour porpoise","Single",188,"Phocoena phocoena","Harbour porpoise","2017-04-21","Exact",58.61544037,-3.349601746,"M",108,FALSE,"freshly dead- died on beach (code 2a)","necropsied","2017","Modern",2017-04-21,"04","21"
"M193/17","Cetacean","Harbour porpoise","Single",193,"Phocoena phocoena","Harbour porpoise","2017-04-24","Exact",58.44193268,-3.080854654,"M",NA,FALSE,"moderate decomposition (code 3)","not necropsied","2017","Modern",2017-04-24,"04","24"
"M194/17","Cetacean","Harbour porpoise","Single",194,"Phocoena phocoena","Harbour porpoise","2017-04-26","Exact",56.40534973,-2.712933779,"M",NA,FALSE,"Slight decomposition (code 2b)","not necropsied","2017","Modern",2017-04-26,"04","26"
"M198/17","Cetacean","Harbour porpoise","Single",198,"Phocoena phocoena","Harbour porpoise","2017-04-30","Exact",57.66147614,-3.580503464,"U",NA,FALSE,"moderate-advanced decomposition (code 3-4)","not necropsied","2017","Modern",2017-04-30,"04","30"
"M196/17","Cetacean","Harbour porpoise","Single",196,"Phocoena phocoena","Harbour porpoise","2017-04-30","Exact",56.96782303,-2.205561161,"M",129,FALSE,"Slight decomposition (code 2b)","sampled","2017","Modern",2017-04-30,"04","30"
"M201/17","Cetacean","Harbour porpoise","Single",201,"Phocoena phocoena","Harbour porpoise","2017-05-05","Exact",55.96200943,-3.126062393,"U",NA,FALSE,"alive- refloated (code 1)","not necropsied","2017","Modern",2017-05-05,"05","05"
"M203/17","Cetacean","Harbour porpoise","Single",203,"Phocoena phocoena","Harbour porpoise","2017-05-09","Exact",57.91342545,-3.99836874,"U",NA,FALSE,"advanced decomposition (code 4)","not necropsied","2017","Modern",2017-05-09,"05","09"
"M204/17","Cetacean","Harbour porpoise","Single",204,"Phocoena phocoena","Harbour porpoise","2017-05-10","Exact",57.66227722,-3.588914633,"M",110,TRUE,"moderate decomposition (code 3)","necropsied","2017","Modern",2017-05-10,"05","10"
"M205/17","Cetacean","Harbour porpoise","Single",205,"Phocoena phocoena","Harbour porpoise","2017-05-10","Exact",57.71790695,-3.277407646,"M",117,TRUE,"moderate decomposition (code 3)","necropsied","2017","Modern",2017-05-10,"05","10"
"M208/17","Cetacean","Harbour porpoise","Single",208,"Phocoena phocoena","Harbour porpoise","2017-05-12","Exact",57.69214249,-4.014696598,"U",112,FALSE,"moderate-advanced decomposition (code 3-4)","not necropsied","2017","Modern",2017-05-12,"05","12"
"M213/17","Cetacean","Harbour porpoise","Single",213,"Phocoena phocoena","Harbour porpoise","2017-05-13","Exact",55.85294724,-6.413363457,"M",NA,FALSE,"moderate decomposition (code 3)","not necropsied","2017","Modern",2017-05-13,"05","13"
"M209/17","Cetacean","Harbour porpoise","Single",209,"Phocoena phocoena","Harbour porpoise","2017-05-13","Exact",55.9646759,-3.12934494,"M",148,FALSE,"moderate decomposition (code 3)","sampled","2017","Modern",2017-05-13,"05","13"
"M214/17","Cetacean","Harbour porpoise","Single",214,"Phocoena phocoena","Harbour porpoise","2017-05-15","Exact",55.30937958,-5.660490036,"M",150,TRUE,"moderate decomposition (code 3)","not necropsied","2017","Modern",2017-05-15,"05","15"
"M216/17","Cetacean","Harbour porpoise","Single",216,"Phocoena phocoena","Harbour porpoise","2017-05-15","Exact",56.3993721,-2.808409691,"U",NA,FALSE,"moderate decomposition (code 3)","not necropsied","2017","Modern",2017-05-15,"05","15"
"M215/17","Cetacean","Harbour porpoise","Single",214,"Phocoena phocoena","Harbour porpoise","2017-05-16","Exact",56.48762131,-6.878792286,"F",165,FALSE,"moderate decomposition (code 3)","sampled","2017","Modern",2017-05-16,"05","16"
"M220/17","Cetacean","Harbour porpoise","Single",220,"Phocoena phocoena","Harbour porpoise","2017-05-21","Exact",58.79611969,-2.92744875,"U",NA,FALSE,"advanced decomposition (code 4)","not necropsied","2017","Modern",2017-05-21,"05","21"
"M219/17","Cetacean","Harbour porpoise","Single",219,"Phocoena phocoena","Harbour porpoise","2017-05-21","Exact",60.4012413,-1.121555686,"M",84,FALSE,"moderate decomposition (code 3)","sampled","2017","Modern",2017-05-21,"05","21"
"M228/17","Cetacean","Harbour porpoise","Single",228,"Phocoena phocoena","Harbour porpoise","2017-05-30","Exact",55.94918442,-3.052032709,"U",147,FALSE,"advanced decomposition (code 4)","not necropsied","2017","Modern",2017-05-30,"05","30"
"M233/17","Cetacean","Harbour porpoise","Single",233,"Phocoena phocoena","Harbour porpoise","2017-06-09","Exact",57.6972847,-2.843822479,"F",79,FALSE,"Slight decomposition (code 2b)","necropsied","2017","Modern",2017-06-09,"06","09"
"M238/17","Cetacean","Harbour porpoise","Single",238,"Phocoena phocoena","Harbour porpoise","2017-06-10","Exact",57.67722321,-2.326928616,"M",139,FALSE,"Slight decomposition (code 2b)","necropsied","2017","Modern",2017-06-10,"06","10"
"M239/17","Cetacean","Harbour porpoise","Single",239,"Phocoena phocoena","Harbour porpoise","2017-06-11","Exact",57.89526749,-5.158434868,"U",NA,FALSE,"moderate decomposition (code 3)","not necropsied","2017","Modern",2017-06-11,"06","11"
"M242/17","Cetacean","Harbour porpoise","Single",242,"Phocoena phocoena","Harbour porpoise","2017-06-11","Exact",58.57030487,-3.930785418,"F",NA,FALSE,"moderate-advanced decomposition (code 3-4)","not necropsied","2017","Modern",2017-06-11,"06","11"
"M243/17","Cetacean","Harbour porpoise","Single",243,"Phocoena phocoena","Harbour porpoise","2017-06-13","Exact",54.7233696,-4.958082199,"U",NA,FALSE,"moderate decomposition (code 3)","not necropsied","2017","Modern",2017-06-13,"06","13"
"M245/17","Cetacean","Harbour porpoise","Single",245,"Phocoena phocoena","Harbour porpoise","2017-06-15","Exact",57.70300674,-3.490009785,"M",140,TRUE,"moderate-advanced decomposition (code 3-4)","not necropsied","2017","Modern",2017-06-15,"06","15"
"M244/17","Cetacean","Harbour porpoise","Single",244,"Phocoena phocoena","Harbour porpoise","2017-06-15","Exact",55.68734741,-4.872960567,"F",151,FALSE,"Slight decomposition (code 2b)","necropsied","2017","Modern",2017-06-15,"06","15"
"M251/17","Cetacean","Harbour porpoise","Single",251,"Phocoena phocoena","Harbour porpoise","2017-06-16","Exact",57.52597809,-7.383296013,"U",NA,FALSE,"advanced decomposition (code 4)","not necropsied","2017","Modern",2017-06-16,"06","16"
"M261/17","Cetacean","Harbour porpoise","Single",261,"Phocoena phocoena","Harbour porpoise","2017-06-17","Exact",56.00772095,-5.323515892,"F",NA,FALSE,"unknown","not necropsied","2017","Modern",2017-06-17,"06","17"
"M252/17","Cetacean","Harbour porpoise","Single",252,"Phocoena phocoena","Harbour porpoise","2017-06-21","Exact",58.19869232,-6.280251026,"U",NA,FALSE,"moderate decomposition (code 3)","not necropsied","2017","Modern",2017-06-21,"06","21"
"M259/17","Cetacean","Harbour porpoise","Single",259,"Phocoena phocoena","Harbour porpoise","2017-06-23","Exact",54.94781876,-5.007360458,"M",NA,FALSE,"freshly dead-slight decomposition (code 2a-2b)","not necropsied","2017","Modern",2017-06-23,"06","23"
"M260/17","Cetacean","Harbour porpoise","Single",260,"Phocoena phocoena","Harbour porpoise","2017-06-24","Exact",56.00617218,-2.889994383,"F",162,FALSE,"advanced decomposition (code 4)","sampled","2017","Modern",2017-06-24,"06","24"
"M265/17","Cetacean","Harbour porpoise","Single",265,"Phocoena phocoena","Harbour porpoise","2017-06-30","Exact",57.66264343,-3.630832195,"U",NA,FALSE,"moderate decomposition (code 3)","not necropsied","2017","Modern",2017-06-30,"06","30"
"M262/17","Cetacean","Harbour porpoise","Single",262,"Phocoena phocoena","Harbour porpoise","2017-07-01","Exact",57.66907501,-2.350321531,"F",116,FALSE,"Slight decomposition (code 2b)","necropsied","2017","Modern",2017-07-01,"07","01"
"M263/17","Cetacean","Harbour porpoise","Single",263,"Phocoena phocoena","Harbour porpoise","2017-07-02","Exact",55.51971436,-5.111076355,"F",170,FALSE,"Slight decomposition (code 2b)","not necropsied","2017","Modern",2017-07-02,"07","02"
"M264/17","Cetacean","Harbour porpoise","Single",264,"Phocoena phocoena","Harbour porpoise","2017-07-04","Exact",57.29588318,-1.993319511,"M",79,FALSE,"Slight decomposition (code 2b)","necropsied","2017","Modern",2017-07-04,"07","04"
"M271/17","Cetacean","Harbour porpoise","Single",271,"Phocoena phocoena","Harbour porpoise","2017-07-08","Exact",56.05875397,-2.674417019,"U",40,TRUE,"advanced decomposition (code 4)","not necropsied","2017","Modern",2017-07-08,"07","08"
"M284/17","Cetacean","Harbour porpoise","Single",284,"Phocoena phocoena","Harbour porpoise","2017-07-10","Exact",57.64123535,-5.828672409,"U",NA,FALSE,"indeterminate (code 5)","not necropsied","2017","Modern",2017-07-10,"07","10"
"M278/17","Cetacean","Harbour porpoise","Single",278,"Phocoena phocoena","Harbour porpoise","2017-07-10","Exact",56.35894775,-2.807559013,"U",57,TRUE,"Slight decomposition (code 2b)","not necropsied","2017","Modern",2017-07-10,"07","10"
"M277/17","Cetacean","Harbour porpoise","Single",277,"Phocoena phocoena","Harbour porpoise","2017-07-10","Exact",56.05852509,-2.714553356,"M",85,FALSE,"Slight decomposition (code 2b)","necropsied","2017","Modern",2017-07-10,"07","10"
"M273/17","Cetacean","Harbour porpoise","Single",273,"Phocoena phocoena","Harbour porpoise","2017-07-10","Exact",57.69860458,-2.912645578,"M",NA,FALSE,"moderate-advanced decomposition (code 3-4)","not necropsied","2017","Modern",2017-07-10,"07","10"
"M290/17","Cetacean","Harbour porpoise","Single",290,"Phocoena phocoena","Harbour porpoise","2017-07-15","Exact",58.48163986,-5.106259346,"M",159,FALSE,"moderate decomposition (code 3)","not necropsied","2017","Modern",2017-07-15,"07","15"
"M291/17","Cetacean","Harbour porpoise","Single",291,"Phocoena phocoena","Harbour porpoise","2017-07-16","Exact",56.10999298,-3.156108379,"U",60,TRUE,"moderate decomposition (code 3)","not necropsied","2017","Modern",2017-07-16,"07","16"
"M296/17","Cetacean","Harbour porpoise","Single",296,"Phocoena phocoena","Harbour porpoise","2017-07-17","Exact",57.86244202,-3.80337882,"M",NA,FALSE,"advanced decomposition (code 4)","not necropsied","2017","Modern",2017-07-17,"07","17"
"M293/17","Cetacean","Harbour porpoise","Single",293,"Phocoena phocoena","Harbour porpoise","2017-07-17","Exact",56.7742157,-2.395941496,"M",93,FALSE,"Slight decomposition (code 2b)","sampled","2017","Modern",2017-07-17,"07","17"
"M316/17","Cetacean","Harbour porpoise","Single",316,"Phocoena phocoena","Harbour porpoise","2017-07-20","Exact",57.24958801,-7.427484989,"U",137,TRUE,"indeterminate (code 5)","not necropsied","2017","Modern",2017-07-20,"07","20"
"M304/17","Cetacean","Harbour porpoise","Single",304,"Phocoena phocoena","Harbour porpoise","2017-07-21","Exact",56.63740158,-6.067311764,"M",NA,FALSE,"advanced decomposition (code 4)","not necropsied","2017","Modern",2017-07-21,"07","21"
"M332/17","Cetacean","Harbour porpoise","Single",332,"Phocoena phocoena","Harbour porpoise","2017-07-22","Exact",57.72220612,-3.296028852,"U",NA,FALSE,"indeterminate (code 5)","not necropsied","2017","Modern",2017-07-22,"07","22"
"M307/17","Cetacean","Harbour porpoise","Single",307,"Phocoena phocoena","Harbour porpoise","2017-07-23","Exact",60.10074615,-1.33098805,"M",NA,FALSE,"moderate decomposition (code 3)","not necropsied","2017","Modern",2017-07-23,"07","23"
"M323/17","Cetacean","Harbour porpoise","Single",323,"Phocoena phocoena","Harbour porpoise","2017-07-25","Exact",56.17362213,-5.097733021,"U",91,TRUE,"moderate decomposition (code 3)","not necropsied","2017","Modern",2017-07-25,"07","25"
"M320/17","Cetacean","Harbour porpoise","Single",320,"Phocoena phocoena","Harbour porpoise","2017-07-25","Exact",56.32285309,-2.683913231,"U",NA,FALSE,"advanced decomposition (code 4)","not necropsied","2017","Modern",2017-07-25,"07","25"
"M322/17","Cetacean","Harbour porpoise","Single",322,"Phocoena phocoena","Harbour porpoise","2017-07-25","Exact",55.40765381,-4.760975838,"F",89,FALSE,"freshly dead-slight decomposition (code 2a-2b)","necropsied","2017","Modern",2017-07-25,"07","25"
"M328/17","Cetacean","Harbour porpoise","Single",328,"Phocoena phocoena","Harbour porpoise","2017-07-27","Exact",60.0713768,-1.214787364,"M",128,FALSE,"moderate-advanced decomposition (code 3-4)","necropsied","2017","Modern",2017-07-27,"07","27"
"M331/17","Cetacean","Harbour porpoise","Single",331,"Phocoena phocoena","Harbour porpoise","2017-07-28","Exact",60.14913559,-1.157109261,"U",157,FALSE,"advanced decomposition (code 4)","sampled","2017","Modern",2017-07-28,"07","28"
"M339/17","Cetacean","Harbour porpoise","Single",339,"Phocoena phocoena","Harbour porpoise","2017-07-31","Exact",57.69672394,-3.489756584,"U",NA,FALSE,"indeterminate (code 5)","not necropsied","2017","Modern",2017-07-31,"07","31"
"M336/17","Cetacean","Harbour porpoise","Single",336,"Phocoena phocoena","Harbour porpoise","2017-08-01","Exact",55.56361771,-4.659288406,"M",129,FALSE,"moderate decomposition (code 3)","necropsied","2017","Modern",2017-08-01,"08","01"
"M351/17","Cetacean","Harbour porpoise","Single",351,"Phocoena phocoena","Harbour porpoise","2017-08-11","Exact",56.52259827,-6.766100407,"M",160,FALSE,"moderate decomposition (code 3)","not necropsied","2017","Modern",2017-08-11,"08","11"
"M354/17","Cetacean","Harbour porpoise","Single",354,"Phocoena phocoena","Harbour porpoise","2017-08-14","Exact",55.99155807,-4.895492554,"F",NA,FALSE,"moderate decomposition (code 3)","not necropsied","2017","Modern",2017-08-14,"08","14"
"M360/17","Cetacean","Harbour porpoise","Single",360,"Phocoena phocoena","Harbour porpoise","2017-08-21","Exact",56.0072403,-4.760294914,"M",NA,FALSE,"advanced decomposition (code 4)","not necropsied","2017","Modern",2017-08-21,"08","21"
"M365/17","Cetacean","Harbour porpoise","Single",365,"Phocoena phocoena","Harbour porpoise","2017-08-23","Exact",54.87209702,-3.595738173,"F",NA,FALSE,"moderate-advanced decomposition (code 3-4)","not necropsied","2017","Modern",2017-08-23,"08","23"
"M368/17","Cetacean","Harbour porpoise","Single",368,"Phocoena phocoena","Harbour porpoise","2017-08-26","Exact",55.7537117,-4.917679787,"U",180,FALSE,"advanced decomposition (code 4)","not necropsied","2017","Modern",2017-08-26,"08","26"
"M384/17","Cetacean","Harbour porpoise","Single",384,"Phocoena phocoena","Harbour porpoise","2017-09-02","Exact",60.12586975,-1.168498516,"U",NA,FALSE,"unknown","not necropsied","2017","Modern",2017-09-02,"09","02"
"M399/17","Cetacean","Harbour porpoise","Single",399,"Phocoena phocoena","Harbour porpoise","2017-09-07","Exact",56.77422333,-2.394302368,"M",NA,FALSE,"advanced decomposition (code 4)","not necropsied","2017","Modern",2017-09-07,"09","07"
"M394/17","Cetacean","Harbour porpoise","Single",394,"Phocoena phocoena","Harbour porpoise","2017-09-10","Exact",57.71084976,-3.433268547,"F",155,FALSE,"freshly dead- died on beach (code 2a)","necropsied","2017","Modern",2017-09-10,"09","10"
"M414/17","Cetacean","Harbour porpoise","Single",414,"Phocoena phocoena","Harbour porpoise","2017-09-17","Exact",55.86222458,-4.890661716,"M",123,FALSE,"indeterminate (code 5)","not necropsied","2017","Modern",2017-09-17,"09","17"
"M408/17","Cetacean","Harbour porpoise","Single",408,"Phocoena phocoena","Harbour porpoise","2017-09-17","Exact",55.85707855,-5.206731796,"U",150,FALSE,"unknown","not necropsied","2017","Modern",2017-09-17,"09","17"
"M415/17","Cetacean","Harbour porpoise","Single",415,"Phocoena phocoena","Harbour porpoise","2017-09-21","Exact",55.69826126,-4.905598164,"F",130,FALSE,"Slight decomposition (code 2b)","not necropsied","2017","Modern",2017-09-21,"09","21"
"M420/17","Cetacean","Harbour porpoise","Single",420,"Phocoena phocoena","Harbour porpoise","2017-09-21","Exact",57.58795547,-3.896836042,"U",120,FALSE,"moderate-advanced decomposition (code 3-4)","not necropsied","2017","Modern",2017-09-21,"09","21"
"M424/17","Cetacean","Harbour porpoise","Single",424,"Phocoena phocoena","Harbour porpoise","2017-09-25","Exact",57.96298981,-3.989294052,"M",108,FALSE,"freshly dead (code 2a)","necropsied","2017","Modern",2017-09-25,"09","25"
"M428/17","Cetacean","Harbour porpoise","Single",428,"Phocoena phocoena","Harbour porpoise","2017-09-28","Exact",54.85861206,-3.849163532,"U",NA,FALSE,"Slight decomposition (code 2b)","not necropsied","2017","Modern",2017-09-28,"09","28"
"M429/17","Cetacean","Harbour porpoise","Single",429,"Phocoena phocoena","Harbour porpoise","2017-09-28","Exact",57.95392609,-3.993871927,"U",120,FALSE,"advanced decomposition (code 4)","not necropsied","2017","Modern",2017-09-28,"09","28"
"M435/17","Cetacean","Harbour porpoise","Single",435,"Phocoena phocoena","Harbour porpoise","2017-09-30","Exact",57.93492508,-4.0029459,"U",NA,FALSE,"unknown","not necropsied","2017","Modern",2017-09-30,"09","30"
"M434/17","Cetacean","Harbour porpoise","Single",434,"Phocoena phocoena","Harbour porpoise","2017-09-30","Exact",57.94762039,-3.995204687,"U",NA,FALSE,"Slight decomposition (code 2b)","not necropsied","2017","Modern",2017-09-30,"09","30"
"M661/17","Cetacean","Harbour porpoise","Single",661,"Phocoena phocoena","Harbour porpoise","2017-10-03","Exact",56.22492599,-2.68378377,"F",151,FALSE,"moderate decomposition (code 3)","necropsied","2017","Modern",2017-10-03,"10","03"
"M450/17","Cetacean","Harbour porpoise","Single",450,"Phocoena phocoena","Harbour porpoise","2017-10-10","Exact",57.74164963,-5.778758049,"F",150,FALSE,"Slight decomposition (code 2b)","necropsied","2017","Modern",2017-10-10,"10","10"
"M454/17","Cetacean","Harbour porpoise","Single",454,"Phocoena phocoena","Harbour porpoise","2017-10-10","Unknown",55.58233261,-4.666907787,"F",89,FALSE,"moderate-advanced decomposition (code 3-4)","sampled","2017","Modern",2017-10-10,"10","10"
"M461/17","Cetacean","Harbour porpoise","Single",461,"Phocoena phocoena","Harbour porpoise","2017-10-17","Exact",55.69586945,-4.892674923,"U",170,FALSE,"advanced decomposition (code 4)","not necropsied","2017","Modern",2017-10-17,"10","17"
"M462/17","Cetacean","Harbour porpoise","Single",462,"Phocoena phocoena","Harbour porpoise","2017-10-17","Exact",55.59712601,-5.142619133,"M",110,TRUE,"advanced decomposition (code 4)","not necropsied","2017","Modern",2017-10-17,"10","17"
"M467/17","Cetacean","Harbour porpoise","Single",467,"Phocoena phocoena","Harbour porpoise","2017-10-19","Exact",56.47838974,-2.814972401,"U",NA,FALSE,"indeterminate (code 5)","not necropsied","2017","Modern",2017-10-19,"10","19"
"M470/17","Cetacean","Harbour porpoise","Single",470,"Phocoena phocoena","Harbour porpoise","2017-10-22","Exact",54.82991791,-4.939408302,"M",152,FALSE,"moderate decomposition (code 3)","not necropsied","2017","Modern",2017-10-22,"10","22"
"M479/17","Cetacean","Harbour porpoise","Single",479,"Phocoena phocoena","Harbour porpoise","2017-10-24","Exact",55.63134384,-4.767151833,"U",149,FALSE,"advanced decomposition (code 4)","not necropsied","2017","Modern",2017-10-24,"10","24"
"M478/17","Cetacean","Harbour porpoise","Single",478,"Phocoena phocoena","Harbour porpoise","2017-10-25","Exact",58.59823608,-3.362705946,"F",131,FALSE,"moderate decomposition (code 3)","sampled","2017","Modern",2017-10-25,"10","25"
"M482/17","Cetacean","Harbour porpoise","Single",482,"Phocoena phocoena","Harbour porpoise","2017-10-26","Exact",55.34270859,-4.81007719,"F",NA,FALSE,"moderate-advanced decomposition (code 3-4)","not necropsied","2017","Modern",2017-10-26,"10","26"
"M483/17","Cetacean","Harbour porpoise","Single",483,"Phocoena phocoena","Harbour porpoise","2017-10-26","Exact",57.67551041,-3.104887962,"M",146,FALSE,"Slight decomposition (code 2b)","necropsied","2017","Modern",2017-10-26,"10","26"
"M487/17","Cetacean","Harbour porpoise","Single",487,"Phocoena phocoena","Harbour porpoise","2017-10-27","Exact",59.11423874,-2.586735487,"M",NA,FALSE,"alive- refloated (code 1)","not necropsied","2017","Modern",2017-10-27,"10","27"
"M484/17","Cetacean","Harbour porpoise","Single",484,"Phocoena phocoena","Harbour porpoise","2017-10-27","Exact",55.52606201,-4.650407791,"F",161,FALSE,"freshly dead (code 2a)","necropsied","2017","Modern",2017-10-27,"10","27"
"M491/17","Cetacean","Harbour porpoise","Single",491,"Phocoena phocoena","Harbour porpoise","2017-10-29","Exact",59.89786911,-1.342219353,"U",NA,FALSE,"advanced decomposition (code 4)","not necropsied","2017","Modern",2017-10-29,"10","29"
"M495/17","Cetacean","Harbour porpoise","Single",495,"Phocoena phocoena","Harbour porpoise","2017-10-30","Exact",56.48011398,-6.977007389,"F",170,FALSE,"moderate decomposition (code 3)","sampled","2017","Modern",2017-10-30,"10","30"
"M498/17","Cetacean","Harbour porpoise","Single",498,"Phocoena phocoena","Harbour porpoise","2017-10-31","Exact",55.31235886,-4.839459896,"U",NA,FALSE,"advanced decomposition (code 4)","not necropsied","2017","Modern",2017-10-31,"10","31"
"M499/17","Cetacean","Harbour porpoise","Single",499,"Phocoena phocoena","Harbour porpoise","2017-10-31","Exact",58.59740448,-3.517536163,"F",170,FALSE,"moderate decomposition (code 3)","sampled","2017","Modern",2017-10-31,"10","31"
