mreference,class_field,subclass,event,eventnumberinyear,speciesscientific,speciescommon,datefound,datecertainty,latitudewgs84,longitudewgs84,sex,length,lengthuncertain,conditionfound,examinationlevel,Year
M230/15,Cetacean,Harbour porpoise,Single,230,Phocoena phocoena,Harbour porpoise,2015-07-16,Exact,57.22714996,-5.664602757,U,100,TRUE,moderate decomposition (code 3),not necropsied,2015
M237/15,Cetacean,Harbour porpoise,Single,237,Phocoena phocoena,Harbour porpoise,2015-07-21,Exact,54.87207031,-3.597299814,U,NA,FALSE,moderate-advanced decomposition (code 3-4),not necropsied,2015
M239/15,Cetacean,Harbour porpoise,Single,239,Phocoena phocoena,Harbour porpoise,2015-07-23,Exact,58.96102905,-2.973595619,M,145,FALSE,moderate decomposition (code 3),sampled,2015
M252/15,Cetacean,Harbour porpoise,Single,252,Phocoena phocoena,Harbour porpoise,2015-07-28,Exact,54.91970062,-5.053645134,U,90,TRUE,moderate-advanced decomposition (code 3-4),not necropsied,2015
M255/15,Cetacean,Harbour porpoise,Single,255,Phocoena phocoena,Harbour porpoise,2015-07-30,Exact,55.50448608,-5.34748888,U,91,TRUE,moderate decomposition (code 3),not necropsied,2015
M257/15,Cetacean,Harbour porpoise,Single,257,Phocoena phocoena,Harbour porpoise,2015-08-01,Exact,57.69830322,-2.003325462,M,140,TRUE,freshly dead- died on beach (code 2a),necropsied,2015
M269/15,Cetacean,Harbour porpoise,Single,269,Phocoena phocoena,Harbour porpoise,2015-08-11,Exact,57.66257858,-3.635871172,F,129,TRUE,Slight decomposition (code 2b),necropsied,2015
M270/15,Cetacean,Harbour porpoise,Single,270,Phocoena phocoena,Harbour porpoise,2015-08-16,Exact,55.50538254,-5.347574234,F,150,TRUE,moderate decomposition (code 3),not necropsied,2015
M272/15,Cetacean,Harbour porpoise,Single,272,Phocoena phocoena,Harbour porpoise,2015-08-21,Exact,55.77842712,-4.860523701,U,100,TRUE,advanced decomposition (code 4),not necropsied,2015
M278/15,Cetacean,Harbour porpoise,Single,278,Phocoena phocoena,Harbour porpoise,2015-08-27,Exact,56.55699921,-2.575870037,U,NA,FALSE,advanced decomposition (code 4),not necropsied,2015
M308/15,Cetacean,Harbour porpoise,Single,308,Phocoena phocoena,Harbour porpoise,2015-09-29,Exact,57.57834244,-4.051892281,F,102,TRUE,freshly dead- died on beach (code 2a),necropsied,2015
M324/15,Cetacean,Harbour porpoise,Single,324,Phocoena phocoena,Harbour porpoise,2015-10-15,Exact,57.52082825,-7.377513409,U,NA,FALSE,advanced decomposition (code 4),not necropsied,2015
M329/15,Cetacean,Harbour porpoise,Single,329,Phocoena phocoena,Harbour porpoise,2015-10-21,Exact,55.69579315,-4.895864487,M,112,FALSE,Slight decomposition (code 2b),necropsied,2015
M333/15,Cetacean,Harbour porpoise,Single,333,Phocoena phocoena,Harbour porpoise,2015-10-24,Exact,55.75147247,-4.860131741,M,85,FALSE,freshly dead- died on beach (code 2a),necropsied,2015
M361/15,Cetacean,Harbour porpoise,Single,361,Phocoena phocoena,Harbour porpoise,2015-11-09,Exact,54.78672409,-4.122727394,U,NA,FALSE,advanced decomposition (code 4),not necropsied,2015
M364/15,Cetacean,Harbour porpoise,Single,364,Phocoena phocoena,Harbour porpoise,2015-11-11,Exact,57.19206619,-7.425655365,F,121,FALSE,Slight decomposition (code 2b),not necropsied,2015
M508/15,Cetacean,Harbour porpoise,Single,508,Phocoena phocoena,Harbour porpoise,2015-11-13,Exact,54.73434067,-4.554945469,U,NA,FALSE,advanced decomposition (code 4),not necropsied,2015
M365/15,Cetacean,Harbour porpoise,Single,365,Phocoena phocoena,Harbour porpoise,2015-11-13,Exact,60.19121933,-1.287672997,M,149,TRUE,Slight decomposition (code 2b),necropsied,2015
M383/15,Cetacean,Harbour porpoise,Single,383,Phocoena phocoena,Harbour porpoise,2015-11-16,Exact,55.79525375,-4.871333599,U,NA,FALSE,advanced decomposition (code 4),not necropsied,2015
M451/15,Cetacean,Harbour porpoise,Single,451,Phocoena phocoena,Harbour porpoise,2015-11-17,Exact,57.63626862,-5.814725399,U,NA,FALSE,indeterminate (code 5),not necropsied,2015
M387/15,Cetacean,Harbour porpoise,Single,387,Phocoena phocoena,Harbour porpoise,2015-11-24,Exact,57.76406097,-3.895981073,U,NA,FALSE,advanced decomposition (code 4),not necropsied,2015
M392/15,Cetacean,Harbour porpoise,Single,392,Phocoena phocoena,Harbour porpoise,2015-11-25,Exact,60.18673706,-1.289569378,F,120,FALSE,freshly dead- died on beach (code 2a),necropsied,2015
M397/15,Cetacean,Harbour porpoise,Single,397,Phocoena phocoena,Harbour porpoise,2015-11-26,Exact,56.51812363,-6.881093502,U,133,FALSE,Slight decomposition (code 2b),not necropsied,2015
M402/15,Cetacean,Harbour porpoise,Single,402,Phocoena phocoena,Harbour porpoise,2015-11-30,Exact,56.10764694,-6.176944733,U,NA,FALSE,moderate-advanced decomposition (code 3-4),not necropsied,2015
M510/15,Cetacean,Harbour porpoise,Single,510,Phocoena phocoena,Harbour porpoise,2015-12-11,Exact,57.68261719,-2.747889757,U,NA,FALSE,indeterminate (code 5),not necropsied,2015
M457/15,Cetacean,Harbour porpoise,Single,457,Phocoena phocoena,Harbour porpoise,2015-12-22,Exact,57.41204834,-6.192939281,U,125,TRUE,unknown,not necropsied,2015
M507/15,Cetacean,Harbour porpoise,Single,507,Phocoena phocoena,Harbour porpoise,2015-12-24,Exact,56.20532608,-4.745493412,U,NA,FALSE,moderate decomposition (code 3),not necropsied,2015
M473/15,Cetacean,Harbour porpoise,Single,473,Phocoena phocoena,Harbour porpoise,2015-12-27,Exact,57.51904297,-7.37724638,U,NA,FALSE,advanced decomposition (code 4),not necropsied,2015
M2/16,Cetacean,Harbour porpoise,Single,2,Phocoena phocoena,Harbour porpoise,2016-01-01,Exact,58.4427681,-3.089437962,M,145,TRUE,freshly dead- died on beach (code 2a),necropsied,2016
M10/16,Cetacean,Harbour porpoise,Single,10,Phocoena phocoena,Harbour porpoise,2016-01-04,Exact,56.20102692,-2.77521944,M,136,FALSE,moderate decomposition (code 3),necropsied,2016
M59/16,Cetacean,Harbour porpoise,Single,59,Phocoena phocoena,Harbour porpoise,2016-01-23,Exact,56.76427841,-2.412192583,U,75,TRUE,advanced decomposition (code 4),not necropsied,2016
M81/16,Cetacean,Harbour porpoise,Single,81,Phocoena phocoena,Harbour porpoise,2016-01-24,Exact,57.40352249,-6.491874695,U,121,TRUE,alive- refloated (code 1),not necropsied,2016
M62/16,Cetacean,Harbour porpoise,Single,62,Phocoena phocoena,Harbour porpoise,2016-01-25,Exact,57.6636467,-3.02072072,U,150,TRUE,unknown,not necropsied,2016
M79/16,Cetacean,Harbour porpoise,Single,79,Phocoena phocoena,Harbour porpoise,2016-01-27,Exact,56.02962112,-5.442622185,U,NA,FALSE,Slight decomposition (code 2b),not necropsied,2016
M65/16,Cetacean,Harbour porpoise,Single,65,Phocoena phocoena,Harbour porpoise,2016-01-27,Exact,55.87137985,-5.311854362,F,117,FALSE,moderate decomposition (code 3),sampled,2016
M74/16,Cetacean,Harbour porpoise,Single,74,Phocoena phocoena,Harbour porpoise,2016-01-30,Exact,57.69403458,-3.489635944,U,152,TRUE,moderate decomposition (code 3),sampled,2016
M80/16,Cetacean,Harbour porpoise,Single,80,Phocoena phocoena,Harbour porpoise,2016-02-01,Exact,57.34706497,-1.935152888,U,110,FALSE,advanced decomposition (code 4),sampled,2016
M102/16,Cetacean,Harbour porpoise,Single,102,Phocoena phocoena,Harbour porpoise,2016-02-02,Exact,57.18536758,-2.074407578,M,104,FALSE,Slight decomposition (code 2b),necropsied,2016
M86/16,Cetacean,Harbour porpoise,Single,86,Phocoena phocoena,Harbour porpoise,2016-02-04,Exact,56.49101257,-6.861324787,U,122,FALSE,moderate decomposition (code 3),not necropsied,2016
M84/16,Cetacean,Harbour porpoise,Single,84,Phocoena phocoena,Harbour porpoise,2016-02-04,Exact,56.25100708,-5.654670715,U,130,TRUE,moderate decomposition (code 3),not necropsied,2016
M90/16,Cetacean,Harbour porpoise,Single,90,Phocoena phocoena,Harbour porpoise,2016-02-09,Exact,56.35255051,-5.89274168,M,154,FALSE,moderate decomposition (code 3),sampled,2016
M96/16,Cetacean,Harbour porpoise,Single,96,Phocoena phocoena,Harbour porpoise,2016-02-10,Exact,56.19494247,-2.878250599,F,129,FALSE,moderate decomposition (code 3),sampled,2016
M104/16,Cetacean,Harbour porpoise,Single,104,Phocoena phocoena,Harbour porpoise,2016-02-13,Exact,57.89896774,-4.00432682,F,111,TRUE,Slight decomposition (code 2b),necropsied,2016
M105/16,Cetacean,Harbour porpoise,Single,105,Phocoena phocoena,Harbour porpoise,2016-02-14,Exact,57.25185394,-2.03808856,U,NA,FALSE,moderate decomposition (code 3),not necropsied,2016
M108/16,Cetacean,Harbour porpoise,Single,108,Phocoena phocoena,Harbour porpoise,2016-02-15,Exact,57.25814438,-2.031464815,U,NA,FALSE,moderate decomposition (code 3),not necropsied,2016
M109/16,Cetacean,Harbour porpoise,Single,109,Phocoena phocoena,Harbour porpoise,2016-02-15,Exact,57.67632294,-2.326911926,M,118,FALSE,freshly dead- died on beach (code 2a),necropsied,2016
M110/16,Cetacean,Harbour porpoise,Single,110,Phocoena phocoena,Harbour porpoise,2016-02-17,Exact,55.96783829,-5.82992506,F,NA,FALSE,Slight decomposition (code 2b),not necropsied,2016
M118/16,Cetacean,Harbour porpoise,Single,118,Phocoena phocoena,Harbour porpoise,2016-02-22,Exact,55.42350769,-5.751695156,F,180,FALSE,Slight decomposition (code 2b),sampled,2016
M125/16,Cetacean,Harbour porpoise,Single,125,Phocoena phocoena,Harbour porpoise,2016-02-24,Exact,56.06196976,-2.740315676,F,127,FALSE,Slight decomposition (code 2b),necropsied,2016
M126/16,Cetacean,Harbour porpoise,Single,126,Phocoena phocoena,Harbour porpoise,2016-02-25,Exact,57.66999054,-2.343621492,F,129,TRUE,freshly dead- died on beach (code 2a),necropsied,2016
M131/16,Cetacean,Harbour porpoise,Single,131,Phocoena phocoena,Harbour porpoise,2016-02-28,Exact,57.21411896,-2.061230898,U,NA,FALSE,indeterminate (code 5),not necropsied,2016
M134/16,Cetacean,Harbour porpoise,Single,134,Phocoena phocoena,Harbour porpoise,2016-03-04,Exact,57.6819458,-4.03425169,M,118,FALSE,moderate-advanced decomposition (code 3-4),necropsied,2016
M135/16,Cetacean,Harbour porpoise,Single,135,Phocoena phocoena,Harbour porpoise,2016-03-05,Exact,57.30935669,-1.990007281,U,NA,FALSE,moderate decomposition (code 3),not necropsied,2016
M136/16,Cetacean,Harbour porpoise,Single,136,Phocoena phocoena,Harbour porpoise,2016-03-05,Exact,57.30935669,-1.988344431,U,NA,FALSE,moderate decomposition (code 3),not necropsied,2016
M140/16,Cetacean,Harbour porpoise,Single,140,Phocoena phocoena,Harbour porpoise,2016-03-06,Exact,57.0316925,-2.144947052,M,NA,FALSE,advanced decomposition (code 4),not necropsied,2016
M141/16,Cetacean,Harbour porpoise,Single,141,Phocoena phocoena,Harbour porpoise,2016-03-06,Exact,57.18896103,-2.072759628,U,100,TRUE,moderate decomposition (code 3),not necropsied,2016
M145/16,Cetacean,Harbour porpoise,Single,145,Phocoena phocoena,Harbour porpoise,2016-03-10,Exact,56.03873444,-3.513528347,F,NA,FALSE,Slight decomposition (code 2b),sampled,2016
M149/16,Cetacean,Harbour porpoise,Single,149,Phocoena phocoena,Harbour porpoise,2016-03-14,Exact,57.30396271,-1.990005732,F,103,FALSE,Slight decomposition (code 2b),sampled,2016
M150/16,Cetacean,Harbour porpoise,Single,150,Phocoena phocoena,Harbour porpoise,2016-03-15,Exact,55.94456863,-3.066318512,F,115,FALSE,freshly dead- died on beach (code 2a),necropsied,2016
M155/16,Cetacean,Harbour porpoise,Single,155,Phocoena phocoena,Harbour porpoise,2016-03-18,Exact,58.6073494,-3.433634043,U,NA,FALSE,indeterminate (code 5),not necropsied,2016
M156/16,Cetacean,Harbour porpoise,Single,156,Phocoena phocoena,Harbour porpoise,2016-03-26,Exact,56.16676712,-5.084293365,F,154,FALSE,moderate decomposition (code 3),sampled,2016
M158/16,Cetacean,Harbour porpoise,Single,158,Phocoena phocoena,Harbour porpoise,2016-03-26,Exact,58.25069046,-5.249684334,M,163,FALSE,moderate-advanced decomposition (code 3-4),sampled,2016
M170/16,Cetacean,Harbour porpoise,Single,170,Phocoena phocoena,Harbour porpoise,2016-03-28,Exact,56.56615067,-5.417978764,U,100,TRUE,unknown,not necropsied,2016
M163/16,Cetacean,Harbour porpoise,Single,163,Phocoena phocoena,Harbour porpoise,2016-03-30,Exact,56.72373962,-2.444433689,U,100,TRUE,unknown,not necropsied,2016
M164/16,Cetacean,Harbour porpoise,Single,164,Phocoena phocoena,Harbour porpoise,2016-03-30,Exact,56.03376389,-3.320736647,M,90,FALSE,moderate decomposition (code 3),sampled,2016
M167/16,Cetacean,Harbour porpoise,Single,167,Phocoena phocoena,Harbour porpoise,2016-03-31,Exact,56.44065475,-2.94229579,M,100,TRUE,advanced decomposition (code 4),not necropsied,2016
M175/16,Cetacean,Harbour porpoise,Single,175,Phocoena phocoena,Harbour porpoise,2016-04-03,Exact,56.05842209,-3.591387987,M,117,FALSE,Slight decomposition (code 2b),sampled,2016
M178/16,Cetacean,Harbour porpoise,Single,178,Phocoena phocoena,Harbour porpoise,2016-04-05,Exact,57.15481949,-2.079311371,M,111,FALSE,Slight decomposition (code 2b),necropsied,2016
M188/16,Cetacean,Harbour porpoise,Single,188,Phocoena phocoena,Harbour porpoise,2016-04-10,Exact,56.79416656,-2.33230257,U,NA,FALSE,Slight decomposition (code 2b),not necropsied,2016
M186/16,Cetacean,Harbour porpoise,Single,186,Phocoena phocoena,Harbour porpoise,2016-04-10,Exact,56.70755005,-2.450775862,U,121,TRUE,unknown,not necropsied,2016
M189/16,Cetacean,Harbour porpoise,Single,189,Phocoena phocoena,Harbour porpoise,2016-04-11,Exact,57.1503334,-2.077651739,M,109,TRUE,Slight decomposition (code 2b),necropsied,2016
M190/16,Cetacean,Harbour porpoise,Single,190,Phocoena phocoena,Harbour porpoise,2016-04-12,Exact,57.58802795,-3.891824007,M,125,FALSE,Slight decomposition (code 2b),necropsied,2016
M192/16,Cetacean,Harbour porpoise,Single,192,Phocoena phocoena,Harbour porpoise,2016-04-12,Exact,56.13223267,-3.958104372,U,NA,FALSE,moderate decomposition (code 3),not necropsied,2016
M191/16,Cetacean,Harbour porpoise,Single,191,Phocoena phocoena,Harbour porpoise,2016-04-12,Exact,57.91522598,-3.998469353,F,154,TRUE,Slight decomposition (code 2b),necropsied,2016
M193/16,Cetacean,Harbour porpoise,Single,193,Phocoena phocoena,Harbour porpoise,2016-04-13,Exact,57.83418274,-3.832273006,U,NA,FALSE,Slight decomposition (code 2b),not necropsied,2016
M197/16,Cetacean,Harbour porpoise,Single,197,Phocoena phocoena,Harbour porpoise,2016-04-17,Exact,55.99912262,-4.721214294,F,159,FALSE,freshly dead- died on beach (code 2a),sampled,2016
M199/16,Cetacean,Harbour porpoise,Single,199,Phocoena phocoena,Harbour porpoise,2016-04-17,Exact,57.14314651,-2.069371223,M,112,FALSE,Slight decomposition (code 2b),necropsied,2016
M208/16,Cetacean,Harbour porpoise,Single,208,Phocoena phocoena,Harbour porpoise,2016-04-24,Exact,57.17278671,-2.079344511,F,111,FALSE,moderate decomposition (code 3),sampled,2016
M204/16,Cetacean,Harbour porpoise,Single,204,Phocoena phocoena,Harbour porpoise,2016-04-24,Exact,56.02518463,-2.869575977,M,120,FALSE,moderate decomposition (code 3),sampled,2016
M205/16,Cetacean,Harbour porpoise,Single,205,Phocoena phocoena,Harbour porpoise,2016-04-24,Exact,57.28509903,-2.006592989,U,120,TRUE,advanced decomposition (code 4),not necropsied,2016
M209/16,Cetacean,Harbour porpoise,Single,209,Phocoena phocoena,Harbour porpoise,2016-04-25,Exact,54.87119293,-3.595693827,U,NA,FALSE,advanced decomposition (code 4),not necropsied,2016
M210/16,Cetacean,Harbour porpoise,Single,210,Phocoena phocoena,Harbour porpoise,2016-04-27,Exact,57.15750885,-2.079310894,U,NA,FALSE,moderate decomposition (code 3),not necropsied,2016
M211/16,Cetacean,Harbour porpoise,Single,211,Phocoena phocoena,Harbour porpoise,2016-04-28,Exact,56.70574951,-2.452372551,M,NA,FALSE,moderate decomposition (code 3),not necropsied,2016
M217/16,Cetacean,Harbour porpoise,Single,217,Phocoena phocoena,Harbour porpoise,2016-05-05,Exact,56.06653214,-3.723443985,M,113,FALSE,moderate decomposition (code 3),sampled,2016
M219/16,Cetacean,Harbour porpoise,Single,219,Phocoena phocoena,Harbour porpoise,2016-05-08,Exact,57.39080811,-7.408414364,F,160,FALSE,moderate decomposition (code 3),not necropsied,2016
M223/16,Cetacean,Harbour porpoise,Single,223,Phocoena phocoena,Harbour porpoise,2016-05-10,Exact,57.86097717,-3.779694796,U,NA,FALSE,advanced decomposition (code 4),not necropsied,2016
M224/16,Cetacean,Harbour porpoise,Single,224,Phocoena phocoena,Harbour porpoise,2016-05-11,Exact,55.66245651,-5.154212952,U,91,TRUE,advanced decomposition (code 4),not necropsied,2016
M237/16,Cetacean,Harbour porpoise,Single,237,Phocoena phocoena,Harbour porpoise,2016-05-14,Exact,57.60164261,-3.99963665,U,NA,FALSE,moderate-advanced decomposition (code 3-4),not necropsied,2016
M230/16,Cetacean,Harbour porpoise,Single,230,Phocoena phocoena,Harbour porpoise,2016-05-14,Exact,57.14313889,-2.079287291,U,NA,FALSE,moderate-advanced decomposition (code 3-4),not necropsied,2016
M236/16,Cetacean,Harbour porpoise,Single,236,Phocoena phocoena,Harbour porpoise,2016-05-16,Exact,55.84017563,-5.13024807,U,NA,FALSE,indeterminate (code 5),not necropsied,2016
M250/16,Cetacean,Harbour porpoise,Single,250,Phocoena phocoena,Harbour porpoise,2016-05-16,Exact,55.77954102,-5.316818237,U,NA,FALSE,moderate-advanced decomposition (code 3-4),not necropsied,2016
M253/16,Cetacean,Harbour porpoise,Single,253,Phocoena phocoena,Harbour porpoise,2016-05-24,Exact,56.13807297,-4.817961693,U,120,TRUE,Slight decomposition (code 2b),not necropsied,2016
M239/16,Cetacean,Harbour porpoise,Single,239,Phocoena phocoena,Harbour porpoise,2016-05-24,Exact,55.92702866,-4.474409103,U,NA,FALSE,advanced decomposition (code 4),not necropsied,2016
M242/16,Cetacean,Harbour porpoise,Single,242,Phocoena phocoena,Harbour porpoise,2016-05-26,Exact,56.70935059,-2.449162245,U,NA,FALSE,moderate-advanced decomposition (code 3-4),not necropsied,2016
M246/16,Cetacean,Harbour porpoise,Single,246,Phocoena phocoena,Harbour porpoise,2016-05-29,Exact,57.70112991,-3.49664259,M,71,FALSE,freshly dead- died on beach (code 2a),necropsied,2016
M252/16,Cetacean,Harbour porpoise,Single,252,Phocoena phocoena,Harbour porpoise,2016-06-01,Exact,56.36519623,-2.814175844,U,NA,FALSE,advanced decomposition (code 4),not necropsied,2016
M268/16,Cetacean,Harbour porpoise,Single,268,Phocoena phocoena,Harbour porpoise,2016-06-05,Exact,56.31042862,-2.656215191,U,NA,FALSE,moderate decomposition (code 3),not necropsied,2016
M261/16,Cetacean,Harbour porpoise,Single,261,Phocoena phocoena,Harbour porpoise,2016-06-09,Exact,58.61006165,-3.349392414,M,85,FALSE,moderate decomposition (code 3),sampled,2016
M266/16,Cetacean,Harbour porpoise,Single,266,Phocoena phocoena,Harbour porpoise,2016-06-12,Exact,58.50076294,-3.134130239,U,NA,FALSE,moderate-advanced decomposition (code 3-4),not necropsied,2016
M269/16,Cetacean,Harbour porpoise,Single,269,Phocoena phocoena,Harbour porpoise,2016-06-12,Exact,57.96207809,-6.996636391,M,60,TRUE,moderate decomposition (code 3),not necropsied,2016
M273/16,Cetacean,Harbour porpoise,Single,273,Phocoena phocoena,Harbour porpoise,2016-06-15,Exact,57.71438217,-3.270569086,M,143,FALSE,freshly dead- died on beach (code 2a),necropsied,2016
M276/16,Cetacean,Harbour porpoise,Single,276,Phocoena phocoena,Harbour porpoise,2016-06-16,Exact,58.6073494,-3.433634043,U,NA,FALSE,indeterminate (code 5),not necropsied,2016
M277/16,Cetacean,Harbour porpoise,Single,277,Phocoena phocoena,Harbour porpoise,2016-06-16,Exact,57.72109985,-3.316138744,U,NA,FALSE,moderate decomposition (code 3),not necropsied,2016
M283/16,Cetacean,Harbour porpoise,Single,283,Phocoena phocoena,Harbour porpoise,2016-06-18,Exact,55.68833542,-5.331372738,U,157,FALSE,moderate decomposition (code 3),sampled,2016
M280/16,Cetacean,Harbour porpoise,Single,280,Phocoena phocoena,Harbour porpoise,2016-06-18,Exact,57.5890274,-3.88517499,F,158,FALSE,moderate decomposition (code 3),sampled,2016
